주유소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,위도,경도,상표구분명,대표자명,총직원수,데이터기준일자,제공기관코드,제공기관명
신호남주유소,충청남도,논산시,충청남도 논산시 노성면 득안대로 2296,충청남도 논산시 노성면 두사리 177-16,041-736-2822,36.25207669,127.1162874,S-Oil,이래우,,2024-08-09,4540000,충청남도 논산시
미래주유소,충청남도,논산시,충청남도 논산시 연산면 계백로 1983,충청남도 논산시 연산면 한전리 127-7,041-736-8656,36.20878036,127.1919737,현대,정지호,,2024-08-09,4540000,충청남도 논산시
(주)동부에너지,충청남도,논산시,충청남도 논산시 은진면 득안대로 888,충청남도 논산시 은진면 토양리 79-3,041-742-5151,36.14705158,127.1039083,현대,김복자,,2024-08-09,4540000,충청남도 논산시
아진산업개발,충청남도,논산시,충청남도 논산시 벌곡면 벌곡로 159,충청남도 논산시 벌곡면 신양리 403,041-733-9770,36.21527487,127.2824425,현대,김시유,,2024-08-09,4540000,충청남도 논산시
에코셀프주유소,충청남도,논산시,충청남도 논산시 연산면 계백로 1853,충청남도 논산시 연산면 임리 34,041-736-1151,36.21250834,127.1789562,GS,황선미,,2024-08-09,4540000,충청남도 논산시
이창주유소,충청남도,논산시,충청남도 논산시 연산면 계백로 2593,충청남도 논산시 연산면 천호리 239-3,041-735-7763,36.23886197,127.2276069,S-Oil,배정민,,2024-08-09,4540000,충청남도 논산시
성동주유소,충청남도,논산시,충청남도 논산시 성동면 성동로 6,충청남도 논산시 성동면 병촌리 100-5,041-732-6273,36.18892169,127.0135655,SK,조성문,,2024-08-09,4540000,충청남도 논산시
금솔주유소,충청남도,논산시,충청남도 논산시 상월면 득안대로 3035,충청남도 논산시 상월면 월오리 141-2,041-733-8251,36.30970961,127.1331689,현대,원승연,,2024-08-09,4540000,충청남도 논산시
(주)경인석유,부산광역시,남구,부산광역시 남구 신선로 448,부산광역시 남구 용당동 544,,35.124921,129.100486,SK,남영선,,2024-08-02,3310000,부산광역시 남구
행운주유소,충청남도,논산시,충청남도 논산시 연산면 계백로 2500,충청남도 논산시 연산면 송정리 343,,36.23094795,127.2282639,GS,배충환,,2024-08-09,4540000,충청남도 논산시
88주유소,충청남도,논산시,충청남도 논산시 연무읍 득안대로 634,충청남도 논산시 연무읍 마산리 532-1,041-742-0088,36.12651101,127.1019579,SK,곽명호,,2024-08-09,4540000,충청남도 논산시
(주)제때 스마일 주유소(논산점),충청남도,논산시,충청남도 논산시 연무읍 동안로 1153,충청남도 논산시 연무읍 동산리 22-5,041-741-5180,36.12591792,127.1293174,기타,김광수,,2024-08-09,4540000,충청남도 논산시
대원주유소,충청남도,논산시,충청남도 논산시 채운면 계백로 353,충청남도 논산시 채운면 장화리 188-2,041-736-9911,36.16672023,127.0360218,SK,황민영,,2024-08-09,4540000,충청남도 논산시
하나주유소,충청남도,논산시,충청남도 논산시 양촌면 매죽헌로 1341,충청남도 논산시 양촌면 중산리 549-1,041-742-8881,36.12558258,127.2072053,SK,김덕순,,2024-08-09,4540000,충청남도 논산시
(주)강변로주유소,충청남도,논산시,충청남도 논산시 강변로 46,충청남도 논산시 등화동 529-10,041-732-0040,36.18317227,127.0692895,SK,곽승근,,2024-08-09,4540000,충청남도 논산시
(주)바이오시스 벌곡주유소,충청남도,논산시,충청남도 논산시 호남지선고속도로 25,충청남도 논산시 벌곡면 신양리 475,041-733-8988,36.2180487,127.273473,기타,심광보,,2024-08-09,4540000,충청남도 논산시
뉴영광주유소,충청남도,논산시,충청남도 논산시 계백로 835,충청남도 논산시 부창동 396-2,041-732-4939,36.19266733,127.0757546,GS,양현모,,2024-08-09,4540000,충청남도 논산시
광석주유소,충청남도,논산시,충청남도 논산시 광석면 광석로 148,충청남도 논산시 광석면 신당리 20-1,041-732-8002,36.24625973,127.0781538,GS,이영섭,,2024-08-09,4540000,충청남도 논산시
아호교주유소,충청남도,논산시,충청남도 논산시 부적면 부인길 11,충청남도 논산시 부적면 마구평리 126-4,041-733-7125,36.2119846,127.114829,GS,강규영,,2024-08-09,4540000,충청남도 논산시
논산농협성덕지점주유소,충청남도,논산시,충청남도 논산시 은진면 원앙로 1162,충청남도 논산시 은진면 성덕리 221-6,041-741-8772,36.17563848,127.1298426,기타,윤판수,,2024-08-09,4540000,충청남도 논산시
(주)오케이에너지 수정주유소,충청남도,논산시,충청남도 논산시 연무읍 황화로 116,충청남도 논산시 연무읍 마전리 287-35,041-742-7999,36.08365135,127.0927593,SK,심현,,2024-08-09,4540000,충청남도 논산시
(주)명암에너지,충청남도,논산시,충청남도 논산시 양촌면 황산벌로 1304,충청남도 논산시 양촌면 명암리 64-1,041-734-4125,36.1963613,127.2139005,SK,한기성,,2024-08-09,4540000,충청남도 논산시
태양주유소,충청남도,논산시,충청남도 논산시 부적면 계백로 1508,충청남도 논산시 부적면 반송리 225-5,041-732-9581,36.2128704,127.1414200352,GS,박춘식,,2024-08-09,4540000,충청남도 논산시
논산계룡농업협동조합 산노지점 주유소,충청남도,논산시,충청남도 논산시 가야곡면 덕은로 338,충청남도 논산시 가야곡면 목곡리 140,041-741-1701,36.15562172,127.1821045,기타,김용두,,2024-08-09,4540000,충청남도 논산시
양촌주유소,충청남도,논산시,충청남도 논산시 양촌면 황산벌로 424-2,충청남도 논산시 양촌면 인천리 245-1,041-741-2006,36.13600861,127.2394498,기타,김기범,,2024-08-09,4540000,충청남도 논산시
에버그린주유소,충청남도,논산시,충청남도 논산시 연무읍 황화로 272,충청남도 논산시 연무읍 마전리 453-3,041-742-3101,36.09687738,127.0930008,SK,이지선,,2024-08-09,4540000,충청남도 논산시
백제주유소,충청남도,논산시,충청남도 논산시 시민로 278,충청남도 논산시 내동 284-8,041-735-1238,36.19082538,127.0940211,SK,안광석,,2024-08-09,4540000,충청남도 논산시
덕암주유소,충청남도,논산시,충청남도 논산시 부적면 계백로 1760,충청남도 논산시 부적면 외성리 14-2,041-733-3011,36.21388051,127.1685917,SK,임상용,,2024-08-09,4540000,충청남도 논산시
원주유소,충청남도,논산시,충청남도 논산시 연무읍 안심로 224,충청남도 논산시 연무읍 안심리 1065-13,041-742-3949,36.14066587,127.1012672,GS,김갑수,,2024-08-09,4540000,충청남도 논산시
청정오일주유소,충청남도,논산시,충청남도 논산시 벌곡면 대둔로 779,충청남도 논산시 벌곡면 한삼천리 202-6,041-734-7336,36.20363904,127.2648667,SK,조진양,,2024-08-09,4540000,충청남도 논산시
충무주유소,충청남도,논산시,충청남도 논산시 채운면 동안로 281,충청남도 논산시 채운면 삼거리 586-1,041-745-3526,36.14401785,127.0407675,S-Oil,유재진,,2024-08-09,4540000,충청남도 논산시
동신주유소,충청남도,논산시,충청남도 논산시 상월면 호월로 703,충청남도 논산시 상월면 월오리 198-2,041-733-4348,36.31447293,127.1301322,S-Oil,남궁동현,,2024-08-09,4540000,충청남도 논산시
노성농협주유소,충청남도,논산시,충청남도 논산시 노성면 노성로 665,충청남도 논산시 노성면 교촌리 7-2,041-735-5928,36.28007514,127.1383716,기타,허용실,,2024-08-09,4540000,충청남도 논산시
우리둘셀프주유소,충청남도,논산시,충청남도 논산시 부적면 계백로 1645,충청남도 논산시 부적면 외성리 344,041-732-9999,36.21213633,127.1564465,현대,박욱태,,2024-08-09,4540000,충청남도 논산시
햇님주유소,충청남도,논산시,충청남도 논산시 연산면 계백로 2435,충청남도 논산시 연산면 송정리 200-3,041-733-5552,36.22490811,127.2266132,기타,김한조,,2024-08-09,4540000,충청남도 논산시
㈜교촌에너지 건양지점,충청남도,논산시,충청남도 논산시 시민로 78,충청남도 논산시 내동 60-2,041-741-0176,36.17491903,127.1028724,SK,임경아,,2024-08-09,4540000,충청남도 논산시
백석주유소,충청남도,논산시,충청남도 논산시 연산면 선비로 771,충청남도 논산시 연산면 백석리 381-3,041-733-5189,36.25144794,127.1782133,SK,강병수,,2024-08-09,4540000,충청남도 논산시
도산주유소,충청남도,논산시,충청남도 논산시 벌곡면 수락로 57,충청남도 논산시 벌곡면 도산리 197-3,041-733-5666,36.16376488,127.3127543,SK,천성범,,2024-08-09,4540000,충청남도 논산시
신촌주유소,충청남도,논산시,충청남도 논산시 연무읍 득안대로 446,충청남도 논산시 연무읍 죽평리 366-54,041-741-9614,36.1104961,127.0992228,현대,이형상,,2024-08-09,4540000,충청남도 논산시
연무농협주유소,충청남도,논산시,충청남도 논산시 연무읍 안심로 16,충청남도 논산시 연무읍 안심리 85-7,041-741-6446,36.12278632,127.0982665,SK,최용재,,2024-08-09,4540000,충청남도 논산시
야촌주유소,충청남도,논산시,충청남도 논산시 가야곡면 매죽헌로 709,충청남도 논산시 가야곡면 야촌리 181,041-741-1017,36.13326099,127.1541589,S-Oil,이정례,,2024-08-09,4540000,충청남도 논산시
양촌주유소,충청남도,논산시,충청남도 논산시 양촌면 황산벌로 731,충청남도 논산시 양촌면 모촌리 295-2,041-741-8568,36.14995068,127.2144882,SK,고봉식,,2024-08-09,4540000,충청남도 논산시
대동주유소,충청남도,논산시,충청남도 논산시 성동면 논산평야로 453,충청남도 논산시 성동면 원봉리 98-1,041-733-1843,36.21298569,127.0705622,기타,김용주,,2024-08-09,4540000,충청남도 논산시
SK동산주유소,충청남도,논산시,충청남도 논산시 연무읍 동안로 1010,충청남도 논산시 연무읍 동산리 499-3,,36.13056525,127.1155202,SK,정현호,,2024-08-09,4540000,충청남도 논산시
노성주유소,충청남도,논산시,충청남도 논산시 노성면 논산평야로 1270,충청남도 논산시 노성면 읍내리 483-1,041-736-6625,36.26030318,127.1224888,현대,백면희,,2024-08-09,4540000,충청남도 논산시
등화주유소,충청남도,논산시,충청남도 논산시 계백로 767,충청남도 논산시 등화동 471-10,041-733-0872,36.18737719,127.0723714,SK,손석중,,2024-08-09,4540000,충청남도 논산시
개태사주유소,충청남도,논산시,충청남도 논산시 연산면 계백로 2646,충청남도 논산시 연산면 천호리 295,041-733-6868,36.24351191,127.2281088,S-Oil,최금진,,2024-08-09,4540000,충청남도 논산시
부적농협주유소,충청남도,논산시,충청남도 논산시 부적면 남마구평길 10,충청남도 논산시 부적면 마구평리 79-3,041-734-5388,36.21354133,127.1285723,SK,이희갑,,2024-08-09,4540000,충청남도 논산시
논산 주유소,충청남도,논산시,충청남도 논산시 연무읍 동안로 1160,충청남도 논산시 연무읍 동산리 20-6,041-741-5141,36.12453676,127.1300253,현대,한현수,,2024-08-09,4540000,충청남도 논산시
좋은주유소,충청남도,논산시,충청남도 논산시 은진면 득안대로 934,충청남도 논산시 은진면 토양리 101-24,041-741-7224,36.15064436,127.1023245,S-Oil,김경미,,2024-08-09,4540000,충청남도 논산시
금성주유소,충청남도,논산시,충청남도 논산시 계백로 1155,충청남도 논산시 덕지동 273-3,041-735-2180,36.21011246,127.1028181,S-Oil,강헌구,,2024-08-09,4540000,충청남도 논산시
(주)에스엠넷 논산이데아주유소,충청남도,논산시,충청남도 논산시 연산면 임2길 2,충청남도 논산시 연산면 임리 45-5,041-735-0228,36.2117802,127.1801396,S-Oil,김성호,,2024-08-09,4540000,충청남도 논산시
창대주유소,충청남도,논산시,충청남도 논산시 양촌면 황산벌로 301,충청남도 논산시 양촌면 채광리 358-16,041-741-5181,36.13095024,127.2507054,기타,김경동,,2024-08-09,4540000,충청남도 논산시
안전주유소,충청남도,논산시,충청남도 논산시 계백로 1040,충청남도 논산시 취암동 1039-1,041-735-3964,36.20523541,127.0917494,S-Oil,이미숙,,2024-08-09,4540000,충청남도 논산시
양지주유소,충청남도,논산시,충청남도 논산시 연산면 황룡재로 50,충청남도 논산시 연산면 연산리 88-3,041-735-0093,36.20812978,127.2197432,S-Oil,신석정,,2024-08-09,4540000,충청남도 논산시
강경농협주유소,충청남도,논산시,충청남도 논산시 강경읍 계백로 57,충청남도 논산시 강경읍 채산리 535-3,041-745-4015,36.15184461,127.0091465,기타,이창종,,2024-08-09,4540000,충청남도 논산시
영화주유소,충청남도,논산시,충청남도 논산시 강경읍 계백로 140,충청남도 논산시 강경읍 대흥리 21-2,041-745-4309,36.15673243,127.0158745,기타,최정현,,2024-08-09,4540000,충청남도 논산시
파평산단주유소,경기도,파주시,경기도 파주시 적성면 율곡로 1934,경기도 파주시 적성면 두지리 61-2,,37.9679657897,126.8998184436,현대,,,2024-08-09,4060000,경기도 파주시
에이치디현대오일뱅크(주) 직영 운정호수셀프주유소,경기도,파주시,경기도 파주시 동서대로 532,경기도 파주시 동패동 2062,,37.7069564161,126.7366182900,기타,,,2024-08-09,4060000,경기도 파주시
등원주유소,경기도,파주시,경기도 파주시 조리읍 등원로 57,경기도 파주시 조리읍 등원리 19-6,,37.7590521702,126.8064980236,기타,,,2024-08-09,4060000,경기도 파주시
이연주유소,경기도,파주시,경기도 파주시 탄현면 자유로 4120,경기도 파주시 탄현면 낙하리 182-8,,37.8418271789,126.7377499862,GS,,,2024-08-09,4060000,경기도 파주시
한성제1주유소,경기도,파주시,경기도 파주시 탄현면 엘지로 639,경기도 파주시 탄현면 낙하리 285-6,,37.8297297940,126.7369699578,현대,,,2024-08-09,4060000,경기도 파주시
사랑셀프주유소,경기도,파주시,경기도 파주시 탄현면 평화로 657,경기도 파주시 탄현면 갈현리 857-7,,37.7766155655,126.7134408209,GS,,,2024-08-09,4060000,경기도 파주시
미주주유소,경기도,파주시,경기도 파주시 광탄면 부흥로 595,경기도 파주시 광탄면 발랑리 13-7,,37.8062636889,126.9083958430,S-Oil,,,2024-08-09,4060000,경기도 파주시
주식회사 에스지에너지,경기도,파주시,경기도 파주시 책향기로 640,경기도 파주시 목동동 991,,37.7293410447,126.7415375867,현대,,,2024-08-09,4060000,경기도 파주시
통일특구주유소,경기도,파주시,경기도 파주시 문산읍 사임당로 394,경기도 파주시 문산읍 이천리 447-5,,37.8601366885,126.8306321377,S-Oil,,,2024-08-09,4060000,경기도 파주시
주식회사 디오티디 파주마징가주유소,경기도,파주시,경기도 파주시 월롱면 엘지로 105,경기도 파주시 월롱면 덕은리 16,,37.8057032063,126.7845226708,SK,,,2024-08-09,4060000,경기도 파주시
삼미상사(주) 미래로SELF주유소,경기도,파주시,경기도 파주시 미래로 292,경기도 파주시 동패동 20-1,,37.7043446364,126.7464900241,SK,,,2024-08-09,4060000,경기도 파주시
세원제5주유소,경기도,파주시,경기도 파주시 파평면 율곡로 1365,경기도 파주시 파평면 장파리 233,,37.9501640033,126.8423268704,SK,,,2024-08-09,4060000,경기도 파주시
운정신도시주유소,경기도,파주시,경기도 파주시 동서대로 377,경기도 파주시 동패동 591-22,,37.7029686614,126.7199636773,SK,,,2024-08-09,4060000,경기도 파주시
일광에너비스 헤이리점,경기도,파주시,경기도 파주시 탄현면 평화로 940,경기도 파주시 탄현면 성동리 186-4,,37.7889023071,126.6869178384,기타,,,2024-08-09,4060000,경기도 파주시
명품주유소(주)기정에너지,경기도,파주시,경기도 파주시 금월로 130,경기도 파주시 야동동 14,,37.7799415550,126.7704170112,GS,,,2024-08-09,4060000,경기도 파주시
조리농협주유소,경기도,파주시,경기도 파주시 조리읍 통일로 441,경기도 파주시 조리읍 등원리 279-1,,37.7529613035,126.8025991694,기타,,,2024-08-09,4060000,경기도 파주시
주식회사 디오티디 파주고라니주유소,경기도,파주시,경기도 파주시 파주로 66,경기도 파주시 문발동 232-5,,37.7240283147,126.6962400194,현대,,,2024-08-09,4060000,경기도 파주시
삼호에너지 파주아울렛주유소,경기도,파주시,경기도 파주시 파주로 70,경기도 파주시 문발동 232-18,,37.7241602578,126.6968510907,SK,,,2024-08-09,4060000,경기도 파주시
에이치디현대오일뱅크(주) 직영 동패셀프주유소,경기도,파주시,경기도 파주시 동서대로 367,경기도 파주시 동패동 591-31,,37.7028287961,126.7196458989,현대,,,2024-08-09,4060000,경기도 파주시
능안제일주유소,경기도,파주시,경기도 파주시 조리읍 대원로 276,경기도 파주시 조리읍 능안리 1678,,37.7388204521,126.7971379447,현대,,,2024-08-09,4060000,경기도 파주시
운정드림주유소충전소,경기도,파주시,경기도 파주시 파주로 721,경기도 파주시 교하동 70-39,,37.7457170393,126.7627511785,SK,,,2024-08-09,4060000,경기도 파주시
파주농협 주유소,경기도,파주시,경기도 파주시 파주읍 통일로 1539,경기도 파주시 파주읍 봉서리 828-13,,37.8451562562,126.7896406662,기타,,,2024-08-09,4060000,경기도 파주시
에이치디현대오일뱅크(주) 직영 운정셀프주유소,경기도,파주시,경기도 파주시 미래로 374,경기도 파주시 야당동 1021,,37.7111221895,126.7466952298,현대,,,2024-08-09,4060000,경기도 파주시
파주셀프주유소,경기도,파주시,경기도 파주시 조리읍 파주로 1077,경기도 파주시 조리읍 등원리 399,,37.7520221110,126.8003907777,현대,,,2024-08-09,4060000,경기도 파주시
파주제일주유소,경기도,파주시,경기도 파주시 파주읍 술이홀로 247,경기도 파주시 파주읍 파주리 632,,37.8283041229,126.8150424082,GS,,,2024-08-09,4060000,경기도 파주시
주식회사 디오티디 파주댕댕이주유소,경기도,파주시,경기도 파주시 파주로 72,경기도 파주시 문발동 233-4,,37.7242233017,126.6971923693,GS,,,2024-08-09,4060000,경기도 파주시
연세에너지(주),경기도,파주시,경기도 파주시 월롱면 엘지로 185,경기도 파주시 월롱면 덕은리 555-4,,37.8110922484,126.7790087819,GS,,,2024-08-09,4060000,경기도 파주시
(주)창조 신화문산주유소,경기도,파주시,경기도 파주시 문산읍 통일로 1752-79,경기도 파주시 문산읍 선유리 879-2,,37.8674548843,126.7897048037,SK,,,2024-08-09,4060000,경기도 파주시
첨단주유소,경기도,파주시,경기도 파주시 파주읍 충현로 33,경기도 파주시 파주읍 봉서리 401-8,,37.8495841057,126.7917888225,기타,,,2024-08-09,4060000,경기도 파주시
이케이에너지(주) 파동주유소,경기도,파주시,경기도 파주시 통일로 645,경기도 파주시 아동동 112-3,,37.7675316357,126.7928974299,SK,,,2024-08-09,4060000,경기도 파주시
파주하이웨이주유소,경기도,파주시,경기도 파주시 탄현면 평화로 638,경기도 파주시 탄현면 법흥리 169-7,,37.7762248012,126.7154412177,SK,,,2024-08-09,4060000,경기도 파주시
(주)명주 직영 교하셀프주유소,경기도,파주시,경기도 파주시 교하로 926,경기도 파주시 문발동 549-2,,37.7284967592,126.7067371535,SK,,,2024-08-09,4060000,경기도 파주시
통일주유소,경기도,파주시,경기도 파주시 적성면 율곡로 1466,경기도 파주시 적성면 답곡리 470-3,,37.9544151270,126.8520114947,S-Oil,,,2024-08-09,4060000,경기도 파주시
조인에너지 self,경기도,파주시,경기도 파주시 법원읍 화합로 74,경기도 파주시 법원읍 대능리 119-1,,37.8456376951,126.8749715183,SK,,,2024-08-09,4060000,경기도 파주시
(주)삼호에너지 행복나라주유소 선재지점,경기도,파주시,경기도 파주시 파주로 63,경기도 파주시 문발동 233-6,,37.7250860427,126.6963414170,SK,,,2024-08-09,4060000,경기도 파주시
흥안주유소,경기도,파주시,경기도 파주시 법원읍 화합로 208,경기도 파주시 법원읍 법원리 401-2,,37.8458526057,126.8894151138,GS,,,2024-08-09,4060000,경기도 파주시
KH에너지(주) 직영 천운주유소,경기도,파주시,경기도 파주시 파주읍 충현로 8,경기도 파주시 파주읍 봉서리 348-1,,37.8482458944,126.7895931450,SK,,,2024-08-09,4060000,경기도 파주시
문발셀프주유소,경기도,파주시,경기도 파주시 파주로 41,경기도 파주시 문발동 282-2,,37.7254308673,126.6934958377,GS,,,2024-08-09,4060000,경기도 파주시
주식회사 아이디오일 고래주유소,경기도,파주시,경기도 파주시 조리읍 통일로 517,경기도 파주시 조리읍 등원리 442-4,,37.7567614302,126.7975728399,SK,,,2024-08-09,4060000,경기도 파주시
삼미상사(주)파주역셀프주유소,경기도,파주시,경기도 파주시 파주읍 통일로 1116,경기도 파주시 파주읍 봉암리 988-16,,37.8084801476,126.7939966010,GS,,,2024-08-09,4060000,경기도 파주시
성동IC주유소,경기도,파주시,경기도 파주시 탄현면 평화로 926,경기도 파주시 탄현면 성동리 206,,37.7878356726,126.6880086728,SK,,,2024-08-09,4060000,경기도 파주시
(주)KSM 한빛셀프주유소,경기도,파주시,경기도 파주시 문산읍 방촌로 1613,경기도 파주시 문산읍 문산리 140-3,,37.8594644917,126.7761370486,SK,,,2024-08-09,4060000,경기도 파주시
세종석유,경기도,파주시,경기도 파주시 법원읍 자운서원로 436,경기도 파주시 법원읍 동문리 610-4,,37.8620126992,126.8440400262,SK,,,2024-08-09,4060000,경기도 파주시
창대주유소,경기도,파주시,경기도 파주시 조리읍 홀작로 222,경기도 파주시 조리읍 오산리 20,,37.7815765557,126.8379916290,SK,,,2024-08-09,4060000,경기도 파주시
지엑스칼텍스(주)파주LCD주유소,경기도,파주시,경기도 파주시 탄현면 엘지로 448,경기도 파주시 탄현면 금승리 67-7,,37.8204249899,126.7529810290,GS,,,2024-08-09,4060000,경기도 파주시
주식회사 구송에너지,경기도,파주시,경기도 파주시 교하로 499,경기도 파주시 동패동 312-5,,37.7043423492,126.7235038163,GS,,,2024-08-09,4060000,경기도 파주시
장마루세원3주유소,경기도,파주시,경기도 파주시 파평면 율곡로 1366,경기도 파주시 파평면 장파리 234-12,,37.9496418403,126.8427455415,SK,,,2024-08-09,4060000,경기도 파주시
파주열정주유소,경기도,파주시,경기도 파주시 파주읍 우계로 152,경기도 파주시 파주읍 파주리 312-2,,37.8395994378,126.8138206622,SK,,,2024-08-09,4060000,경기도 파주시
해맑은 주유소,경기도,파주시,경기도 파주시 적성면 청송로 978,경기도 파주시 적성면 마지리 115,,37.9512927658,126.9151128112,GS,,,2024-08-09,4060000,경기도 파주시
(주)강남오일뱅크 파주아동,경기도,파주시,경기도 파주시 통일로 630,경기도 파주시 아동동 107-2,,37.7662759397,126.7941184919,현대,,,2024-08-09,4060000,경기도 파주시
조인에너지 셀프 야동점,경기도,파주시,경기도 파주시 창곡동길 27,경기도 파주시 야동동 151-12,,37.7730876713,126.7647095433,GS,,,2024-08-09,4060000,경기도 파주시
파주필립스주유소,경기도,파주시,경기도 파주시 월롱면 통일로 909,경기도 파주시 월롱면 위전리 565-6,,37.7902529241,126.7894012127,GS,,,2024-08-09,4060000,경기도 파주시
케이와이에너지(주) 아동주유소,경기도,파주시,경기도 파주시 새꽃로 281,경기도 파주시 아동동 322-71,,37.7689196043,126.7830025740,SK,,,2024-08-09,4060000,경기도 파주시
문성주유소,경기도,파주시,경기도 파주시 적성면 솥뒤로 75,경기도 파주시 적성면 마지리 186-10,,37.9587167156,126.9122416689,현대,,,2024-08-09,4060000,경기도 파주시
기름나라주유소,경기도,파주시,경기도 파주시 탄현면 엘지로 622,경기도 파주시 탄현면 낙하리 291,,37.8284776958,126.7379610345,SK,,,2024-08-09,4060000,경기도 파주시
웅담주유소,경기도,파주시,경기도 파주시 법원읍 술이홀로 1734,경기도 파주시 법원읍 웅담리 393-4,,37.9158682286,126.8958673192,알뜰,,,2024-08-09,4060000,경기도 파주시
가원주유소,경기도,파주시,경기도 파주시 탄현면 엘지로 635,경기도 파주시 탄현면 낙하리 285-2,,37.8293357182,126.7370512105,SK,,,2024-08-09,4060000,경기도 파주시
(주)소모 파주주유소,경기도,파주시,경기도 파주시 탄현면 엘지로 615,경기도 파주시 탄현면 낙하리 292,,37.8274332072,126.7375504756,GS,,,2024-08-09,4060000,경기도 파주시
덕은셀프주유소,경기도,파주시,경기도 파주시 월롱면 엘지로 214,경기도 파주시 월롱면 덕은리 1029,,37.8125813650,126.7764385807,SK,,,2024-08-09,4060000,경기도 파주시
(주)투에이치팜,경기도,파주시,경기도 파주시 탄현면 헤이리로 105,경기도 파주시 탄현면 법흥리 1791-2,,37.7936697780,126.6947656071,GS,,,2024-08-09,4060000,경기도 파주시
(주)디오티디 파주태권브이주유소,경기도,파주시,경기도 파주시 평화로 128,경기도 파주시 금촌동 446-6,,37.7678291000,126.7661974542,SK,,,2024-08-09,4060000,경기도 파주시
헤이리주유소,경기도,파주시,경기도 파주시 탄현면 평화로 809,경기도 파주시 탄현면 법흥리 1670,,37.7809534175,126.6976832754,S-Oil,,,2024-08-09,4060000,경기도 파주시
엘씨디주유소(주),경기도,파주시,경기도 파주시 탄현면 엘지로 640,경기도 파주시 탄현면 낙하리 286,,37.8299099519,126.7376015655,GS,,,2024-08-09,4060000,경기도 파주시
한성주유소,경기도,파주시,경기도 파주시 월롱면 도감로 158,경기도 파주시 월롱면 위전리 193,,37.7918462533,126.8022315719,현대,,,2024-08-09,4060000,경기도 파주시
승채,경기도,파주시,경기도 파주시 월롱면 통일로 824,경기도 파주시 월롱면 영태리 612-17,,37.7826893064,126.7885167959,S-Oil,,,2024-08-09,4060000,경기도 파주시
제이에스 에너지,경기도,파주시,경기도 파주시 탄현면 평화로 731,경기도 파주시 탄현면 법흥리 476-1,,37.7793083471,126.7064460586,SK,,,2024-08-09,4060000,경기도 파주시
파주출판도시(자유로)주유소,경기도,파주시,경기도 파주시 자유로 2212,경기도 파주시 문발동 495-137,,37.7001768716,126.6839809779,S-Oil,,,2024-08-09,4060000,경기도 파주시
대성주유소,경기도,파주시,경기도 파주시 광탄면 보광로 814,경기도 파주시 광탄면 마장리 7-12,,37.7728852141,126.8925888265,현대,,,2024-08-09,4060000,경기도 파주시
백운주유소,경기도,파주시,경기도 파주시 조리읍 등원로 341,경기도 파주시 조리읍 오산리 117-5,,37.7732347602,126.8305242184,GS,,,2024-08-09,4060000,경기도 파주시
서경주유소,경기도,파주시,경기도 파주시 중앙로 90,경기도 파주시 금릉동 23-2,,37.7511696394,126.7932951406,SK,,,2024-08-09,4060000,경기도 파주시
디에스에너지(주)파주경인,경기도,파주시,경기도 파주시 조리읍 통일로 124,경기도 파주시 조리읍 봉일천리 15-9,,37.7358585202,126.8278374823,기타,,,2024-08-09,4060000,경기도 파주시
(주)신흥 신흥주유소,경기도,파주시,경기도 파주시 중앙로 68,경기도 파주시 금릉동 6-1,,37.7504548609,126.7956997324,GS,,,2024-08-09,4060000,경기도 파주시
명성주유소,경기도,파주시,경기도 파주시 법원읍 사임당로 935,경기도 파주시 법원읍 법원리 420-9,,37.8473847254,126.8845845148,S-Oil,,,2024-08-09,4060000,경기도 파주시
금곡주유소,경기도,파주시,경기도 파주시 법원읍 술이홀로 1265,경기도 파주시 법원읍 금곡리 373-2,,37.8812265673,126.8809676012,기타,,,2024-08-09,4060000,경기도 파주시
에이스주유소,경기도,파주시,경기도 파주시 파평면 청송로 508,경기도 파주시 파평면 덕천리 291-1,,37.9355564432,126.8668736772,GS,,,2024-08-09,4060000,경기도 파주시
장현주유소,경기도,파주시,경기도 파주시 적성면 율곡로 2693,경기도 파주시 적성면 장현리 371-1,,37.9847704952,126.9712803402,GS,,,2024-08-09,4060000,경기도 파주시
파평주유소,경기도,파주시,경기도 파주시 파평면 청송로 194,경기도 파주시 파평면 금파리 300-1,,37.9220518168,126.8397748109,S-Oil,,,2024-08-09,4060000,경기도 파주시
용미셀프 주유소,경기도,파주시,경기도 파주시 광탄면 혜음로 396,경기도 파주시 광탄면 용미리 292,,37.7315054436,126.8894991719,현대,,,2024-08-09,4060000,경기도 파주시
유림주유소,경기도,파주시,경기도 파주시 광탄면 보광로 940,경기도 파주시 광탄면 마장리 413-1,,37.7780629907,126.8803679164,S-Oil,,,2024-08-09,4060000,경기도 파주시
굿모닝주유소,경기도,파주시,경기도 파주시 파주읍 우계로 299,경기도 파주시 파주읍 향양리 456-23,,37.8511198008,126.8086370464,기타,,,2024-08-09,4060000,경기도 파주시
하우개주유소,경기도,파주시,경기도 파주시 천정구로 77,경기도 파주시 당하동 108-14,,37.7424244916,126.7514446748,SK,,,2024-08-09,4060000,경기도 파주시
갈곡주유소,경기도,파주시,경기도 파주시 법원읍 화합로 343,경기도 파주시 법원읍 갈곡리 346-5,,37.8508985400,126.9026448000,GS,,,2024-08-09,4060000,경기도 파주시
